id;time;subscriber;aprefix;destination;invoicegroup;prefix;pbx;direction;volumetimesecs;price;free;forward;servingnetwork;reason;billed;zone
938441135;15-03-2019 11:44;4578772918;Danmark Fastnet;45259069XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938441429;15-03-2019 11:45;4578772919;Danmark Fastnet;45282684XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938442091;15-03-2019 11:47;4578772922;Danmark Fastnet;45417157XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
938443148;15-03-2019 11:51;4578772918;Danmark Fastnet;45403725XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;660;4,45;no;0;;0;yes;Norden Mobil (DK)
938443458;15-03-2019 11:52;4570200645;Danmark 70 nummer;45287993XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;240;1,65;no;0;;0;yes;Norden Mobil (DK)
938445378;15-03-2019 11:59;4569669632;Danmark Fastnet;45557888XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
938447120;15-03-2019 12:06;4578772918;Danmark Fastnet;45522370XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;300;2,05;no;0;;0;yes;Norden Mobil (DK)
938448159;15-03-2019 12:10;4570200645;Danmark 70 nummer;45291641XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
938448520;15-03-2019 12:12;4578772922;Danmark Fastnet;45604342XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938448827;15-03-2019 12:13;4570200645;Danmark 70 nummer;45325262XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
938452127;15-03-2019 12:27;4570200645;Danmark 70 nummer;45702323XX;Danmark 70 nummer;Danmark 70 nummer;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
938452785;15-03-2019 12:30;4569669638;Danmark Fastnet;45249443XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;960;6,45;no;0;;0;yes;Norden Mobil (DK)
938453825;15-03-2019 12:34;4570200645;Danmark 70 nummer;45702708XX;Danmark 70 nummer;Danmark 70 nummer;rackpeoplehq-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
938455731;15-03-2019 12:42;4578772911;Danmark Fastnet;45538307XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;720;4,85;no;0;;0;yes;Norden Mobil (DK)
938456414;15-03-2019 12:45;46840836382;Sweden;467330189XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;240;2;no;0;;0;yes;Norden Mobil
938456588;15-03-2019 12:45;4570200645;Danmark 70 nummer;45222367XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;720;4,85;no;0;;0;yes;Norden Mobil (DK)
938457696;15-03-2019 12:49;4570200645;Danmark 70 nummer;45535387XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;240;1,65;no;0;;0;yes;Norden Mobil (DK)
938459854;15-03-2019 12:57;4570200645;Danmark 70 nummer;45401471XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938460418;15-03-2019 12:59;4570200645;Danmark 70 nummer;45227077XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938460507;15-03-2019 13:00;4569669632;Danmark Fastnet;45437116XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;600;0,55;no;0;;0;yes;Norden (DK)
938461006;15-03-2019 13:01;46840838262;Sweden;47404384XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938461039;15-03-2019 13:02;46840308799;Sweden;468553440XX;Udland;Sweden;firebrand-;ip-pstn;480;0,76;no;0;;0;yes;Norden
938461388;15-03-2019 13:03;46840836388;Sweden;461407700XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938461798;15-03-2019 13:05;4570200645;Danmark 70 nummer;45262333XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938461970;15-03-2019 13:05;46840836388;Sweden;461407700XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938461985;15-03-2019 13:05;4570200645;Danmark 70 nummer;45616228XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;1260;8,45;no;0;;0;yes;Norden Mobil (DK)
938462167;15-03-2019 13:06;46840836388;Sweden;467661091XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938462496;15-03-2019 13:07;46840838262;Sweden;464184488XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938462597;15-03-2019 13:08;4570200645;Danmark 70 nummer;45272249XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
938463112;15-03-2019 13:10;4578772918;Danmark Fastnet;45252882XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938463175;15-03-2019 13:10;4578772919;Danmark Fastnet;45262830XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938463449;15-03-2019 13:11;4569804979;Danmark Fastnet;45332663XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
938464126;15-03-2019 13:14;4570200645;Danmark 70 nummer;45873000XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
938464408;15-03-2019 13:15;46840836389;Sweden;47930250XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938464478;15-03-2019 13:15;46840838262;Sweden;46112893XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938464504;15-03-2019 13:15;4578772919;Danmark Fastnet;45222259XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938464730;15-03-2019 13:16;46840836389;Sweden;47917126XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938465488;15-03-2019 13:19;46840836388;Sweden;46712998XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
938465535;15-03-2019 13:19;46840836388;Sweden;467612998XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938465598;15-03-2019 13:19;46840308799;Sweden;467902699XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938465981;15-03-2019 13:21;46840836388;Sweden;46863531XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
938466240;15-03-2019 13:22;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938466449;15-03-2019 13:22;4570200645;Danmark 70 nummer;45226194XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938466542;15-03-2019 13:23;46840308799;Sweden;467654222XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938466801;15-03-2019 13:24;4578772919;Danmark Fastnet;45724689XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
938466899;15-03-2019 13:24;46840836384;Sweden;47930556XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938467240;15-03-2019 13:25;46840836384;Sweden;468567800XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938467355;15-03-2019 13:26;4578772918;Danmark Fastnet;45256998XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938467436;15-03-2019 13:26;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938467525;15-03-2019 13:26;46840836384;Sweden;467221696XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938467549;15-03-2019 13:26;4578772922;Danmark Fastnet;45307498XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938467623;15-03-2019 13:27;46840308799;Sweden;467009151XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
938467719;15-03-2019 13:27;46840836384;Sweden;467232787XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938467737;15-03-2019 13:27;46840836382;Sweden;467330189XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938467933;15-03-2019 13:28;46840836388;Sweden;467046500XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;360;2,9;no;0;;0;yes;Norden Mobil
938467984;15-03-2019 13:28;46840836389;Sweden;4677192192XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938467997;15-03-2019 13:28;46840836384;Sweden;467222515XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938468001;15-03-2019 13:28;4578772918;Danmark Fastnet;45899355XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
938468197;15-03-2019 13:29;4578772919;Danmark Fastnet;45408471XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938468335;15-03-2019 13:29;46840836384;Sweden;467315959XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
938468400;15-03-2019 13:30;4578772916;Danmark Fastnet;45302728XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;900;6,05;no;0;;0;yes;Norden Mobil (DK)
938468408;15-03-2019 13:30;46840836389;Sweden;461021915XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938468576;15-03-2019 13:30;46840836389;Sweden;468123178XX;Udland;Sweden;firebrand-;ip-pstn;540;0,83;no;0;;0;yes;Norden
938469023;15-03-2019 13:32;4578772919;Danmark Fastnet;45515450XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938469175;15-03-2019 13:33;46840836384;Sweden;47915708XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;420;3,35;no;0;;0;yes;Norden Mobil
938470443;15-03-2019 13:38;4578772918;Danmark Fastnet;45864257XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
938471368;15-03-2019 13:41;46840836382;Sweden;467330189XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;180;1,55;no;0;;0;yes;Norden Mobil
938471501;15-03-2019 13:42;46840836384;Sweden;467018071XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938472326;15-03-2019 13:44;4578772919;Danmark Fastnet;45315150XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938472356;15-03-2019 13:45;4578772918;Danmark Fastnet;45209606XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;600;4,05;no;0;;0;yes;Norden Mobil (DK)
938472394;15-03-2019 13:45;46840836384;Sweden;467302282XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938473348;15-03-2019 13:48;46840836384;Sweden;464804500XX;Udland;Sweden;firebrand-;ip-pstn;600;0,9;no;0;;0;yes;Norden
938473436;15-03-2019 13:48;4570200645;Danmark 70 nummer;45519463XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;360;2,45;no;0;;0;yes;Norden Mobil (DK)
938473468;15-03-2019 13:48;46840836382;Sweden;467353378XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
938474042;15-03-2019 13:51;46840836388;Sweden;461051070XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938475024;15-03-2019 13:55;4569669633;Danmark Fastnet;45889611XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;900;0,8;no;0;;0;yes;Norden (DK)
938475953;15-03-2019 13:59;46840836388;Sweden;467626367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938476773;15-03-2019 14:02;46840836384;Sweden;467009121XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
938477086;15-03-2019 14:03;4578772918;Danmark Fastnet;45443490XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
938477288;15-03-2019 14:04;4570200645;Danmark 70 nummer;45301135XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938477424;15-03-2019 14:05;4578772919;Danmark Fastnet;45336947XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;300;0,3;no;0;;0;yes;Norden (DK)
938477887;15-03-2019 14:06;46840308799;Sweden;467902699XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;300;2,45;no;0;;0;yes;Norden Mobil
938478195;15-03-2019 14:08;46840836384;Sweden;467031735XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938478316;15-03-2019 14:08;46840836388;Sweden;467697855XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938478482;15-03-2019 14:09;46840836388;Sweden;9715676693XX;Udland;United Arab Emirates;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Asien
938478517;15-03-2019 14:09;46840836384;Sweden;467041057XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;300;2,45;no;0;;0;yes;Norden Mobil
938478546;15-03-2019 14:09;46840836388;Sweden;9715676693XX;Udland;United Arab Emirates;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Asien
938478831;15-03-2019 14:10;46840836389;Sweden;467341203XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938479423;15-03-2019 14:12;46840838262;Sweden;467396413XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;240;2;no;0;;0;yes;Norden Mobil
938479449;15-03-2019 14:12;4569804978;Danmark Fastnet;45315010XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;360;2,45;no;0;;0;yes;Norden Mobil (DK)
938480148;15-03-2019 14:15;4578772922;Danmark Fastnet;45701112XX;Danmark 70 nummer;Danmark 70 nummer;firebrand-;ip-pstn;660;0,6;no;0;;0;yes;Norden (DK)
938480359;15-03-2019 14:16;46840308799;Sweden;467251499XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938480639;15-03-2019 14:17;46840836388;Sweden;467203341XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938480718;15-03-2019 14:18;46840836388;Sweden;467398114XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938481130;15-03-2019 14:20;4578772919;Danmark Fastnet;45315150XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938481362;15-03-2019 14:21;4578772918;Danmark Fastnet;45403565XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
938481586;15-03-2019 14:22;4578772919;Danmark Fastnet;45227035XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
938483149;15-03-2019 14:28;46840838262;Sweden;46476810XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938483501;15-03-2019 14:29;4578772918;Danmark Fastnet;45301121XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938483912;15-03-2019 14:31;46840836382;Sweden;467353375XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938484548;15-03-2019 14:34;46840836388;Sweden;467398238XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938484566;15-03-2019 14:34;4578772916;Danmark Fastnet;45619828XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938484734;15-03-2019 14:35;46840836388;Sweden;467042076XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938484782;15-03-2019 14:35;4578772918;Danmark Fastnet;45334565XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
938484790;15-03-2019 14:35;46840836388;Sweden;4683478XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938485113;15-03-2019 14:37;46840838262;Sweden;464062856XX;Udland;Sweden;firebrand-;ip-pstn;240;0,48;no;0;;0;yes;Norden
938485388;15-03-2019 14:38;4578772918;Danmark Fastnet;45424444XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938485571;15-03-2019 14:39;46840836388;Sweden;467016940XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938485742;15-03-2019 14:40;46840836382;Sweden;467354383XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;180;1,55;no;0;;0;yes;Norden Mobil
938485816;15-03-2019 14:40;46840836388;Sweden;46461802XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
938485986;15-03-2019 14:40;4578772919;Danmark Fastnet;45701330XX;Danmark 70 nummer;Danmark 70 nummer;firebrand-;ip-pstn;1560;1,35;no;0;;0;yes;Norden (DK)
938486590;15-03-2019 14:43;46840836382;Sweden;467634683XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938486654;15-03-2019 14:43;46840836388;Sweden;4462645488XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
938486837;15-03-2019 14:44;4569669632;Danmark Fastnet;467023972XX;Udland Mobil;Sweden-Mobile;rackpeoplehq-;ip-pstn;2400;18,2;no;0;;0;yes;Norden Mobil
938486871;15-03-2019 14:44;4578772916;Danmark Fastnet;45619828XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938487920;15-03-2019 14:49;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938488101;15-03-2019 14:50;46840836388;Sweden;467674268XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938488167;15-03-2019 14:50;4578772915;Danmark Fastnet;467621313XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;300;2,45;no;0;;0;yes;Norden Mobil
938488311;15-03-2019 14:51;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938488419;15-03-2019 14:51;4578772913;Danmark Fastnet;45301613XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938488487;15-03-2019 14:52;46840836388;Sweden;467626367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938488581;15-03-2019 14:52;4578772913;Danmark Fastnet;45213141XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938488702;15-03-2019 14:53;4578772913;Danmark Fastnet;45216433XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938488949;15-03-2019 14:54;4569669638;Danmark Fastnet;45396910XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
938489140;15-03-2019 14:55;4578772922;Danmark Fastnet;45417820XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938489322;15-03-2019 14:56;4578772918;Danmark Fastnet;45207858XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938489837;15-03-2019 14:58;46840836382;Sweden;467634683XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938489934;15-03-2019 14:59;46840836382;Sweden;46847711XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938490083;15-03-2019 14:59;4578772916;Danmark Fastnet;45233690XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938490087;15-03-2019 14:59;46840836382;Sweden;467306875XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938490378;15-03-2019 15:01;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938490390;15-03-2019 15:01;46840838262;Sweden;468578646XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
938490760;15-03-2019 15:03;46840836388;Sweden;467621313XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;360;2,9;no;0;;0;yes;Norden Mobil
938491142;15-03-2019 15:05;46840836382;Sweden;469078650XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
938491178;15-03-2019 15:05;46840838262;Sweden;467020084XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938491547;15-03-2019 15:07;4578772918;Danmark Fastnet;45217250XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938491614;15-03-2019 15:07;46840838262;Sweden;467060832XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938491718;15-03-2019 15:08;46840836382;Sweden;467053242XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938491888;15-03-2019 15:08;46840836389;Sweden;469069517XX;Udland;Sweden;firebrand-;ip-pstn;180;0,41;no;0;;0;yes;Norden
938491941;15-03-2019 15:09;4578772918;Danmark Fastnet;45302421XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
938492254;15-03-2019 15:10;46840838262;Sweden;467362553XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938492583;15-03-2019 15:12;46840836382;Sweden;468527210XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
938493118;15-03-2019 15:15;4578772916;Danmark Fastnet;45619138XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
938493236;15-03-2019 15:15;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
938493349;15-03-2019 15:16;46840836384;Sweden;467661221XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
938493515;15-03-2019 15:17;46840836382;Sweden;461046000XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
938494006;15-03-2019 15:19;46840836388;Sweden;4474566394XX;Udland;United Kingdom;firebrand-;ip-pstn;60;0,32;no;0;;0;yes;Europa 1
938494065;15-03-2019 15:20;46840836388;Sweden;467298195XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938494124;15-03-2019 15:20;46840836382;Sweden;461044750XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
938494257;15-03-2019 15:21;4578772918;Danmark Fastnet;45283071XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
938494576;15-03-2019 15:22;46840838262;Sweden;467025597XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938494597;15-03-2019 15:22;46840836388;Sweden;467676099XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
938494917;15-03-2019 15:24;46840838262;Sweden;46867020XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
938494997;15-03-2019 15:25;46840836388;Sweden;444007092XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
938495070;15-03-2019 15:25;46840836388;Sweden;47981901XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938495204;15-03-2019 15:26;46840836382;Sweden;467022924XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
938495252;15-03-2019 15:26;46840836382;Sweden;461044752XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
938495953;15-03-2019 15:30;46840836388;Sweden;467629575XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
